,val_loss,val_acc,loss,acc
0,0.6908777356147766,0.6607142686843872,0.6934683378296669,0.5191919200348132
1,0.6878140568733215,0.4821428656578064,0.6879495661668104,0.6181818163756169
2,0.6805113554000854,0.5535714030265808,0.6805894168940457,0.5595959530936347
3,0.6709936857223511,0.5714285969734192,0.6707896487881438,0.6242424176196859
4,0.6558271646499634,0.8392857313156128,0.6565970721870962,0.7777777764532301
5,0.635076105594635,0.9642857313156128,0.6375618056817488,0.9272727247440453
6,0.6042878031730652,0.9642857313156128,0.6106574526940933,0.9919191931233261
7,0.5617627501487732,0.9642857313156128,0.5732083072566023,0.9939393939393939
8,0.4998777210712433,0.9821428656578064,0.5197731738740747,0.9939393939393939
9,0.4105134606361389,0.9821428656578064,0.44292666544817916,0.9939393939393939
10,0.28458964824676514,0.9642857313156128,0.3294617306102406,0.9939393939393939
11,0.16976821422576904,0.9642857313156128,0.18823330008020306,0.9939393951435281
12,0.12062164396047592,0.9642857313156128,0.09334068114709372,0.9939393939393939
13,0.11032795906066895,0.9642857313156128,0.05416369728668772,0.9919191955315946
14,0.11629627645015717,0.9642857313156128,0.03819647768907475,0.9919191931233261
15,0.12295343726873398,0.9642857313156128,0.03401184520787663,0.9919191931233261
16,0.12465069442987442,0.9642857313156128,0.032426283219735126,0.9919191919191919
17,0.12351798266172409,0.9642857313156128,0.031171988251835408,0.9919191943274603
18,0.1190715953707695,0.9642857313156128,0.029946659083920295,0.9919191943274603
19,0.11129380017518997,0.9642857313156128,0.028829016104679216,0.9919191919191919
20,0.10425323247909546,0.9642857313156128,0.027143769593664793,0.9919191919191919
21,0.09853637963533401,0.9642857313156128,0.02563234018255966,0.9939393963476624
22,0.09160742908716202,0.9642857313156128,0.025063673211167557,0.9939393939393939
23,0.08665236085653305,0.9642857313156128,0.023830804386825274,0.9939393951435281
24,0.0816313698887825,0.9642857313156128,0.023215680482863175,0.9939393951435281
25,0.07722270488739014,0.9642857313156128,0.022515209231789065,0.9939393939393939
26,0.07360606640577316,0.9642857313156128,0.02175857630944011,0.9939393951435281
27,0.07055352628231049,0.9821428656578064,0.02095428648019078,0.9939393951435281
28,0.06703729927539825,0.9821428656578064,0.020421911052644553,0.9939393939393939
29,0.06445377320051193,0.9821428656578064,0.019489937427105627,0.9939393939393939
30,0.06269077956676483,0.9821428656578064,0.018695199527222702,0.9939393963476624
31,0.05934307724237442,0.9821428656578064,0.0182231682456202,0.9939393939393939
32,0.05661553889513016,0.9821428656578064,0.017357301700747375,0.9939393939393939
33,0.054370176047086716,0.9821428656578064,0.016483339257162027,0.9939393951435281
34,0.051776427775621414,0.9821428656578064,0.015887263598804824,0.9939393939393939
35,0.04918881505727768,0.9821428656578064,0.015219844714973611,0.9939393939393939
36,0.047236744314432144,0.9821428656578064,0.014333907057615844,0.9939393951435281
37,0.0460907481610775,0.9821428656578064,0.013673859511059944,0.9939393975517966
38,0.04360223561525345,0.9821428656578064,0.013108102179536917,0.9939393951435281
39,0.040964093059301376,0.9821428656578064,0.012566280904028452,0.9939393939393939
40,0.03889007493853569,0.9821428656578064,0.011893772636775416,0.9939393951435281
41,0.037377212196588516,0.9821428656578064,0.011249463945025146,0.9939393963476624
42,0.035668980330228806,0.9821428656578064,0.010835813274701135,0.9939393939393939
43,0.03446578606963158,0.9821428656578064,0.010333941712260547,0.997979797979798
44,0.031930867582559586,0.9821428656578064,1.0432719861759305,0.8747474747474747
45,0.030214061960577965,0.9821428656578064,0.010077094344064744,0.997979797979798
46,0.029203934594988823,0.9821428656578064,0.010510675971292786,0.997979797979798
47,0.028824079781770706,0.9821428656578064,0.010748759120928519,0.9979797991839322
48,0.02856900915503502,0.9821428656578064,0.01090914018715572,0.997979797979798
49,0.02860313467681408,0.9821428656578064,0.01090877548687988,0.9979797991839322
