,val_loss,val_acc,loss,acc
0,0.5048007369041443,0.9821428656578064,0.633128547668457,0.6242424229178766
1,0.26423436403274536,0.9821428656578064,0.38212387549756754,0.997979797979798
2,0.11502959579229355,0.9642857313156128,0.16493070119559164,0.9919191919191919
3,0.06660766154527664,0.9642857313156128,0.05648696102728747,0.9919191943274603
4,0.048918865621089935,0.9642857313156128,0.022184778469605277,0.9939393951435281
5,0.039317432790994644,0.9821428656578064,0.01273871147158471,0.9959595959595959
6,0.040514588356018066,0.9642857313156128,0.008958915399030001,0.9979797991839322
7,0.02603064849972725,0.9821428656578064,0.0076763323451759236,0.997979797979798
8,0.028566094115376472,0.9821428656578064,0.006454538529494194,0.997979797979798
9,0.040384043008089066,0.9821428656578064,0.0053446293422820595,0.997979797979798
10,0.049547966569662094,0.9642857313156128,0.006334819314963739,0.997979797979798
11,0.03423058241605759,0.9821428656578064,0.0058337959590264495,0.997979797979798
12,0.028157280758023262,0.9821428656578064,0.005518089941787449,0.997979797979798
13,0.0353015698492527,0.9821428656578064,0.005720622307324613,0.997979797979798
14,0.057708222419023514,0.9642857313156128,0.006391128920244448,0.997979797979798
15,0.031146343797445297,0.9821428656578064,0.006502588313411582,0.997979797979798
16,0.029784729704260826,0.9821428656578064,0.005022196018259333,0.997979797979798
17,0.038221634924411774,0.9821428656578064,0.005612569106648667,0.9979797991839322
18,0.031894098967313766,0.9821428656578064,0.0052383304413671445,0.997979797979798
19,0.031428012996912,0.9821428656578064,0.0049921018889907635,0.9979797991839322
20,0.022821035236120224,0.9821428656578064,0.005047482004885402,0.997979797979798
21,0.033898454159498215,0.9821428656578064,0.005479943080607689,0.9979797991839322
22,0.031036699190735817,0.9821428656578064,0.005571589849400099,0.997979797979798
23,0.03838210552930832,0.9821428656578064,0.004885190603502019,0.997979797979798
24,0.04149660840630531,0.9821428656578064,0.0049505231418703315,0.997979797979798
25,0.04889516159892082,0.9642857313156128,0.005797009866195496,0.9979797991839322
26,0.018403593450784683,0.9821428656578064,0.005100041988653817,0.997979797979798
27,0.037427566945552826,0.9821428656578064,0.007286825309498142,0.9979797991839322
28,0.031000452116131783,0.9821428656578064,0.005017199855053214,0.997979797979798
29,0.02832641638815403,0.9821428656578064,0.004928712442404393,0.997979797979798
30,0.03783389553427696,0.9821428656578064,0.005306608316422713,0.9979797991839322
31,0.029053514823317528,0.9821428656578064,0.0049777364386527825,0.997979797979798
32,0.03219285234808922,0.9821428656578064,0.004877629315461775,0.9979797991839322
33,0.02894393913447857,0.9821428656578064,0.005317181015782284,0.997979797979798
34,0.03752520680427551,0.9821428656578064,0.00491323648679136,0.997979797979798
35,0.04441245645284653,0.9642857313156128,0.005814285582502378,0.997979797979798
36,0.07149307429790497,0.9642857313156128,0.006993102895641568,0.9979797991839322
37,0.017285874113440514,1.0,0.006925974079278989,0.997979797979798
38,0.014112614095211029,1.0,0.014580956808846406,0.9939393975517966
39,0.10289104282855988,0.9642857313156128,0.0037929928244204458,0.997979797979798
40,0.11390702426433563,0.9642857313156128,0.010075992180711844,0.997979797979798
41,0.030891841277480125,0.9821428656578064,0.009306427229647384,0.997979797979798
42,0.012875405140221119,1.0,0.005204332093772892,0.997979797979798
43,0.03642420843243599,0.9821428656578064,0.006916234375658501,0.9939393939393939
44,0.03881717473268509,0.9821428656578064,0.00501098273109734,0.997979797979798
45,0.0557711236178875,0.9642857313156128,0.006430603996521294,0.9979797991839322
46,0.025926584377884865,0.9821428656578064,0.005114360628743666,0.997979797979798
47,0.020484259352087975,0.9821428656578064,0.007495849139311097,0.9919191943274603
48,0.05854301527142525,0.9642857313156128,0.0034997484049374104,0.997979797979798
49,0.07473640888929367,0.9642857313156128,0.005549834055868401,0.997979797979798
